Ref_area;REF_AREA;date;obsValue
Allemagne;DEU;2001-12-01;105,0583719142606
France;FRA;2001-12-01;118,3533287065420
Europe;EU27;2002-01-01;114,9859836600791
Italie;ITA;2002-01-01;108,1005258236061
États-Unis;USA;2002-01-01;150,3721437553862
Allemagne;DEU;2002-01-01;105,4474704639359
France;FRA;2002-01-01;119,3021151209969
Europe;EU27;2002-02-01;115,8263294802105
Italie;ITA;2002-02-01;110,4283085042362
États-Unis;USA;2002-02-01;150,3534032911918
Allemagne;DEU;2002-02-01;105,7068738193614
France;FRA;2002-02-01;120,3351783094187
Europe;EU27;2002-03-01;116,6666623498291
Italie;ITA;2002-03-01;111,1731814170394
États-Unis;USA;2002-03-01;151,3832457633632
Allemagne;DEU;2002-03-01;106,2256805302124
France;FRA;2002-03-01;120,6198680503414
Europe;EU27;2002-04-01;115,8263294802105
Italie;ITA;2002-04-01;107,0763365341259
États-Unis;USA;2002-04-01;151,8231233779932
Allemagne;DEU;2002-04-01;106,2256805302124
France;FRA;2002-04-01;121,2734166729811
Europe;EU27;2002-05-01;116,1064361199124
Italie;ITA;2002-05-01;111,3593338514956
États-Unis;USA;2002-05-01;152,6026841708489
Allemagne;DEU;2002-05-01;105,0583719142606
France;FRA;2002-05-01;119,5024204547803
Europe;EU27;2002-06-01;117,0868287846384
Italie;ITA;2002-06-01;110,1489044025665
États-Unis;USA;2002-06-01;154,0905396632276
Allemagne;DEU;2002-06-01;108,0415040181910
France;FRA;2002-06-01;119,4602282512107
Europe;EU27;2002-07-01;115,9663763248051
Italie;ITA;2002-07-01;109,4971954319842
États-Unis;USA;2002-07-01;153,9285147773302
Allemagne;DEU;2002-07-01;105,9662771747869
France;FRA;2002-07-01;118,1846675254359
Europe;EU27;2002-08-01;116,8067091944237
Italie;ITA;2002-08-01;108,0074496063780
États-Unis;USA;2002-08-01;154,0781277851094
Allemagne;DEU;2002-08-01;108,4306025678663
France;FRA;2002-08-01;120,9360943107688
Europe;EU27;2002-09-01;116,9467689895311
Italie;ITA;2002-09-01;110,3351445620154
États-Unis;USA;2002-09-01;154,1787964566459
Allemagne;DEU;2002-09-01;107,3929891461642
France;FRA;2002-09-01;118,8804083516453
Europe;EU27;2002-10-01;116,2464959150198
Italie;ITA;2002-10-01;109,0316388958582
États-Unis;USA;2002-10-01;153,6950439158085
Allemagne;DEU;2002-10-01;105,8365819805372
France;FRA;2002-10-01;117,8367971123312
Europe;EU27;2002-11-01;117,7871018591497
Italie;ITA;2002-11-01;111,3593338514956
États-Unis;USA;2002-11-01;154,4532314218387
Allemagne;DEU;2002-11-01;108,1711992124408
France;FRA;2002-11-01;119,5235165565651
Europe;EU27;2002-12-01;115,6862696851031
Italie;ITA;2002-12-01;110,0558281853383
États-Unis;USA;2002-12-01;153,5269847966757
Allemagne;DEU;2002-12-01;106,0959853359627
France;FRA;2002-12-01;116,1184335154200
Europe;EU27;2003-01-01;117,0868287846384
Italie;ITA;2003-01-01;110,7076248809133
États-Unis;USA;2003-01-01;154,7527844961088
Allemagne;DEU;2003-01-01;107,1335987576648
France;FRA;2003-01-01;118,3216845538648
Europe;EU27;2003-02-01;116,3865427596144
Italie;ITA;2003-02-01;107,7281332297009
États-Unis;USA;2003-02-01;154,5819617308601
Allemagne;DEU;2003-02-01;107,0038905964890
France;FRA;2003-02-01;118,6591145492495
Europe;EU27;2003-03-01;116,6666623498291
Italie;ITA;2003-03-01;108,3798422002832
États-Unis;USA;2003-03-01;154,7371347367423
Allemagne;DEU;2003-03-01;107,2632939519145
France;FRA;2003-03-01;119,2388268156425
Europe;EU27;2003-04-01;116,9467689895311
Italie;ITA;2003-04-01;110,1489044025665
États-Unis;USA;2003-04-01;153,5583170212801
Allemagne;DEU;2003-04-01;106,3553886913882
France;FRA;2003-04-01;118,9964369114618
Europe;EU27;2003-05-01;115,1260434551864
Italie;ITA;2003-05-01;106,4245398385509
États-Unis;USA;2003-05-01;153,6364677004993
Allemagne;DEU;2003-05-01;105,5771786251116
France;FRA;2003-05-01;115,8971397130241
Europe;EU27;2003-06-01;115,4061630454011
Italie;ITA;2003-06-01;107,5418930702519
États-Unis;USA;2003-06-01;154,3236834660374
Allemagne;DEU;2003-06-01;104,9286637530848
France;FRA;2003-06-01;115,3384159152436
Europe;EU27;2003-07-01;117,3669354243404
Italie;ITA;2003-07-01;109,2178790553071
États-Unis;USA;2003-07-01;154,8280079998561
Allemagne;DEU;2003-07-01;107,6523925015897
France;FRA;2003-07-01;117,4678305974416
Europe;EU27;2003-08-01;115,5462098899958
Italie;ITA;2003-08-01;104,2829973173697
États-Unis;USA;2003-08-01;154,0942844854794
Allemagne;DEU;2003-08-01;105,1880671085103
France;FRA;2003-08-01;116,9618470541231
Europe;EU27;2003-09-01;115,8263294802105
Italie;ITA;2003-09-01;107,1694127513540
États-Unis;USA;2003-09-01;155,4039583915907
Allemagne;DEU;2003-09-01;104,7989685588351
France;FRA;2003-09-01;116,8458184943066
Europe;EU27;2003-10-01;118,2072812444717
Italie;ITA;2003-10-01;108,1005258236061
États-Unis;USA;2003-10-01;155,5755988036192
Allemagne;DEU;2003-10-01;107,6523925015897
France;FRA;2003-10-01;118,9436966569998
Europe;EU27;2003-11-01;118,6274476792810
Italie;ITA;2003-11-01;109,5902716492123
États-Unis;USA;2003-11-01;156,9275286953137
Allemagne;DEU;2003-11-01;108,8197140844676
France;FRA;2003-11-01;116,9934912068004
Europe;EU27;2003-12-01;118,9075543189830
Italie;ITA;2003-12-01;109,6834355914331
États-Unis;USA;2003-12-01;156,8092315592033
Allemagne;DEU;2003-12-01;109,0791174398931
France;FRA;2003-12-01;117,7419722874719
Europe;EU27;2004-01-01;118,3473280890664
Italie;ITA;2004-01-01;108,9384749536374
États-Unis;USA;2004-01-01;156,6862247776409
Allemagne;DEU;2004-01-01;108,3009073736166
France;FRA;2004-01-01;118,3955209101117
Europe;EU27;2004-02-01;119,4677805488997
Italie;ITA;2004-02-01;109,2178790553071
États-Unis;USA;2004-02-01;157,8648626108116
Allemagne;DEU;2004-02-01;109,2088126341429
France;FRA;2004-02-01;120,0084039980988
Europe;EU27;2004-03-01;118,9075543189830
Italie;ITA;2004-03-01;107,2625766935748
États-Unis;USA;2004-03-01;157,8346914446347
Allemagne;DEU;2004-03-01;108,6900059232918
France;FRA;2004-03-01;118,9753408096770
Europe;EU27;2004-04-01;120,4481732136257
Italie;ITA;2004-04-01;109,3109552725352
États-Unis;USA;2004-04-01;158,3913780782357
Allemagne;DEU;2004-04-01;110,1167308615952
France;FRA;2004-04-01;119,3864995281362
Europe;EU27;2004-05-01;120,4481732136257
Italie;ITA;2004-05-01;109,3109552725352
États-Unis;USA;2004-05-01;159,5049312277293
Allemagne;DEU;2004-05-01;111,1543442832972
France;FRA;2004-05-01;118,4903457349710
Europe;EU27;2004-06-01;120,4481732136257
Italie;ITA;2004-06-01;108,6591585769603
États-Unis;USA;2004-06-01;158,4439200603096
Allemagne;DEU;2004-06-01;110,6355375724462
France;FRA;2004-06-01;120,1349806088077
Europe;EU27;2004-07-01;121,2885060832443
Italie;ITA;2004-07-01;108,7523225191811
États-Unis;USA;2004-07-01;159,8490296985664
Allemagne;DEU;2004-07-01;111,9325543495738
France;FRA;2004-07-01;120,7779811805551
Europe;EU27;2004-08-01;118,4873878841737
Italie;ITA;2004-08-01;104,4692374768187
États-Unis;USA;2004-08-01;160,5930392094337
Allemagne;DEU;2004-08-01;110,8949409278717
France;FRA;2004-08-01;115,8127553058849
Europe;EU27;2004-09-01;120,5882330087330
Italie;ITA;2004-09-01;107,8212094469290
États-Unis;USA;2004-09-01;160,6181573185110
Allemagne;DEU;2004-09-01;110,7652457336220
France;FRA;2004-09-01;120,3457263603111
Europe;EU27;2004-10-01;121,1484592386497
Italie;ITA;2004-10-01;108,7523225191811
États-Unis;USA;2004-10-01;162,0836583479283
Allemagne;DEU;2004-10-01;111,8028591553240
France;FRA;2004-10-01;121,1785918481218
Europe;EU27;2004-11-01;119,7478871886017
Italie;ITA;2004-11-01;106,4245398385509
États-Unis;USA;2004-11-01;162,0802242314529
Allemagne;DEU;2004-11-01;109,8573275061697
France;FRA;2004-11-01;118,7433913232164
Europe;EU27;2004-12-01;119,3277207537924
Italie;ITA;2004-12-01;105,0278702301728
États-Unis;USA;2004-12-01;163,3229982780359
Allemagne;DEU;2004-12-01;109,5979241507441
France;FRA;2004-12-01;119,1440019907832
Europe;EU27;2005-01-01;121,7086725180536
Italie;ITA;2005-01-01;106,3314636213228
États-Unis;USA;2005-01-01;164,3610662768127
Allemagne;DEU;2005-01-01;113,0998629655256
France;FRA;2005-01-01;121,6529312387631
Europe;EU27;2005-02-01;120,3081134185184
Italie;ITA;2005-02-01;105,9589833024249
États-Unis;USA;2005-02-01;165,7319328679288
Allemagne;DEU;2005-02-01;110,8949409278717
France;FRA;2005-02-01;119,4707763021031
Europe;EU27;2005-03-01;120,7282928038404
Italie;ITA;2005-03-01;105,7728308679686
États-Unis;USA;2005-03-01;164,9674331287581
Allemagne;DEU;2005-03-01;112,5810692216006
France;FRA;2005-03-01;116,9302029014459
Europe;EU27;2005-04-01;122,5490053876723
Italie;ITA;2005-04-01;108,0074496063780
États-Unis;USA;2005-04-01;165,6518034835023
Allemagne;DEU;2005-04-01;113,2295711267014
France;FRA;2005-04-01;120,5143875414172
Europe;EU27;2005-05-01;120,8683396484350
Italie;ITA;2005-05-01;105,4934267662989
États-Unis;USA;2005-05-01;166,1476244908105
Allemagne;DEU;2005-05-01;112,1919577049993
France;FRA;2005-05-01;118,8066796285708
Europe;EU27;2005-06-01;121,9887921082684
Italie;ITA;2005-06-01;105,3072743318426
États-Unis;USA;2005-06-01;166,4656890881766
Allemagne;DEU;2005-06-01;114,5265879038290
France;FRA;2005-06-01;118,6485664983571
Europe;EU27;2005-07-01;122,8291249778870
Italie;ITA;2005-07-01;107,0763365341259
États-Unis;USA;2005-07-01;165,8799269350837
Allemagne;DEU;2005-07-01;115,9533128421323
France;FRA;2005-07-01;118,5958262438950
Europe;EU27;2005-08-01;121,7086725180536
Italie;ITA;2005-08-01;108,2867659830551
États-Unis;USA;2005-08-01;166,7682183967255
Allemagne;DEU;2005-08-01;112,9701677712759
France;FRA;2005-08-01;117,3202655181203
Europe;EU27;2005-09-01;123,8095176426130
Italie;ITA;2005-09-01;106,4245398385509
États-Unis;USA;2005-09-01;164,9252425549172
Allemagne;DEU;2005-09-01;115,9533128421323
France;FRA;2005-09-01;121,1469476954446
Europe;EU27;2005-10-01;124,2296840774223
Italie;ITA;2005-10-01;106,8900963746770
États-Unis;USA;2005-10-01;167,3042676256028
Allemagne;DEU;2005-10-01;118,1582348797862
France;FRA;2005-10-01;117,5627630554733
Europe;EU27;2005-11-01;125,6302431769576
Italie;ITA;2005-11-01;108,1005258236061
États-Unis;USA;2005-11-01;168,7704718312508
Allemagne;DEU;2005-11-01;116,8612181026586
France;FRA;2005-11-01;122,1800108838664
Europe;EU27;2005-12-01;124,3697438725296
Italie;ITA;2005-12-01;106,6107799979999
États-Unis;USA;2005-12-01;168,9521529457361
Allemagne;DEU;2005-12-01;116,7315229084089
France;FRA;2005-12-01;120,5460316940945
Europe;EU27;2006-01-01;125,0700169470409
Italie;ITA;2006-01-01;106,7970201574488
États-Unis;USA;2006-01-01;170,2675830851776
Allemagne;DEU;2006-01-01;117,3800248135097
France;FRA;2006-01-01;119,5657087601347
Europe;EU27;2006-02-01;125,0700169470409
Italie;ITA;2006-02-01;109,1247151130863
États-Unis;USA;2006-02-01;169,8309597047314
Allemagne;DEU;2006-02-01;117,7691363301110
France;FRA;2006-02-01;119,0175330132466
Europe;EU27;2006-03-01;125,7703029720650
Italie;ITA;2006-03-01;109,2178790553071
États-Unis;USA;2006-03-01;169,7797750163120
Allemagne;DEU;2006-03-01;116,8612181026586
France;FRA;2006-03-01;121,4737220067645
Europe;EU27;2006-04-01;126,7506956367909
Italie;ITA;2006-04-01;109,1247151130863
États-Unis;USA;2006-04-01;170,3689712858804
Allemagne;DEU;2006-04-01;119,7146550123393
France;FRA;2006-04-01;119,9662117945291
Europe;EU27;2006-05-01;129,2717071961596
Italie;ITA;2006-05-01;111,2662576342675
États-Unis;USA;2006-05-01;169,9585126023898
Allemagne;DEU;2006-05-01;121,5304785003179
France;FRA;2006-05-01;123,0656166261392
Europe;EU27;2006-06-01;128,9915876059449
Italie;ITA;2006-06-01;111,6387379531654
États-Unis;USA;2006-06-01;170,4683971343116
Allemagne;DEU;2006-06-01;120,7522684340414
France;FRA;2006-06-01;122,8547632414634
Europe;EU27;2006-07-01;128,8515407613503
Italie;ITA;2006-07-01;110,0558281853383
États-Unis;USA;2006-07-01;169,8931008600009
Allemagne;DEU;2006-07-01;122,6978000831958
France;FRA;2006-07-01;120,8412694859095
Europe;EU27;2006-08-01;129,6918736309689
Italie;ITA;2006-08-01;113,0353198365508
États-Unis;USA;2006-08-01;171,1064886813156
Allemagne;DEU;2006-08-01;123,6057053437221
France;FRA;2006-08-01;119,9873078963140
Europe;EU27;2006-09-01;130,2521128113983
Italie;ITA;2006-09-01;111,3593338514956
États-Unis;USA;2006-09-01;171,2216133479202
Allemagne;DEU;2006-09-01;123,6057053437221
France;FRA;2006-09-01;122,1589147820816
Europe;EU27;2006-10-01;130,2521128113983
Italie;ITA;2006-10-01;111,6387379531654
États-Unis;USA;2006-10-01;170,4628371362085
Allemagne;DEU;2006-10-01;123,2166067940468
France;FRA;2006-10-01;121,3788971819052
Europe;EU27;2006-11-01;131,0924715820424
Italie;ITA;2006-11-01;111,8248903876217
États-Unis;USA;2006-11-01;170,6891617648742
Allemagne;DEU;2006-11-01;125,4215288317007
France;FRA;2006-11-01;120,4933990728048
Europe;EU27;2006-12-01;133,6134183888474
Italie;ITA;2006-12-01;114,6182296043778
États-Unis;USA;2006-12-01;173,1674491546350
Allemagne;DEU;2006-12-01;126,5888374476525
France;FRA;2006-12-01;122,8231190887862
Europe;EU27;2007-01-01;133,1933037560890
Italie;ITA;2007-01-01;113,3146362132279
États-Unis;USA;2007-01-01;172,5699128879121
Allemagne;DEU;2007-01-01;126,8482537700041
France;FRA;2007-01-01;121,7795078494720
Europe;EU27;2007-02-01;133,7535429365184
Italie;ITA;2007-02-01;113,7801927493539
États-Unis;USA;2007-02-01;173,1736632701619
Allemagne;DEU;2007-02-01;127,4967556751049
France;FRA;2007-02-01;122,7914749361090
Europe;EU27;2007-03-01;134,5937722020352
Italie;ITA;2007-03-01;114,2457492854799
États-Unis;USA;2007-03-01;174,5752733802008
Allemagne;DEU;2007-03-01;127,8858671917061
France;FRA;2007-03-01;123,4134870392439
Europe;EU27;2007-04-01;132,7730596182033
Italie;ITA;2007-04-01;112,1973707065195
États-Unis;USA;2007-04-01;175,6797506504380
Allemagne;DEU;2007-04-01;126,7185456088283
France;FRA;2007-04-01;121,8743326743313
Europe;EU27;2007-05-01;134,5937722020352
Italie;ITA;2007-05-01;113,9664329088029
États-Unis;USA;2007-05-01;175,5261965851800
Allemagne;DEU;2007-05-01;129,0531758076579
France;FRA;2007-05-01;124,6995958159111
Europe;EU27;2007-06-01;134,5937722020352
Italie;ITA;2007-06-01;113,5940403148976
États-Unis;USA;2007-06-01;176,0931528623361
Allemagne;DEU;2007-06-01;128,9234806134082
France;FRA;2007-06-01;123,5821482203501
Europe;EU27;2007-07-01;135,0140163399209
Italie;ITA;2007-07-01;113,0353198365508
États-Unis;USA;2007-07-01;175,9917646616332
Allemagne;DEU;2007-07-01;129,9611459028145
France;FRA;2007-07-01;123,7086171978866
Europe;EU27;2007-08-01;135,9943701531087
Italie;ITA;2007-08-01;118,3425941683934
États-Unis;USA;2007-08-01;175,4661813115381
Allemagne;DEU;2007-08-01;130,2204844236097
France;FRA;2007-08-01;124,4676463294505
Europe;EU27;2007-09-01;135,1540113824646
Italie;ITA;2007-09-01;114,4319894449289
États-Unis;USA;2007-09-01;175,9793364305793
Allemagne;DEU;2007-09-01;131,6472352957652
France;FRA;2007-09-01;121,0731113391978
Europe;EU27;2007-10-01;136,1344947007797
Italie;ITA;2007-10-01;112,7560034598737
États-Unis;USA;2007-10-01;175,6651965377565
Allemagne;DEU;2007-10-01;131,9065738165605
France;FRA;2007-10-01;123,8561822772079
Europe;EU27;2007-11-01;135,2941359301356
Italie;ITA;2007-11-01;111,3593338514956
États-Unis;USA;2007-11-01;176,5822691660493
Allemagne;DEU;2007-11-01;131,3877671057095
France;FRA;2007-11-01;122,2749433418981
Europe;EU27;2007-12-01;136,6947338812091
Italie;ITA;2007-12-01;113,0353198365508
États-Unis;USA;2007-12-01;176,8607596592702
Allemagne;DEU;2007-12-01;132,6848487174673
France;FRA;2007-12-01;122,4119603703270
Europe;EU27;2008-01-01;138,7955660552557
Italie;ITA;2008-01-01;115,5493426766299
États-Unis;USA;2008-01-01;176,5150586007447
Allemagne;DEU;2008-01-01;134,7600755608714
France;FRA;2008-01-01;124,0459395600989
Europe;EU27;2008-02-01;138,6554415075847
Italie;ITA;2008-02-01;114,6182296043778
États-Unis;USA;2008-02-01;175,3348672386924
Allemagne;DEU;2008-02-01;134,2412688500204
France;FRA;2008-02-01;125,3109522349813
Europe;EU27;2008-03-01;136,9747239662965
Italie;ITA;2008-03-01;115,2700262999528
États-Unis;USA;2008-03-01;174,5705310288777
Allemagne;DEU;2008-03-01;133,4629939491136
France;FRA;2008-03-01;123,0971531456440
Europe;EU27;2008-04-01;137,8150827369406
Italie;ITA;2008-04-01;115,2700262999528
États-Unis;USA;2008-04-01;172,7826645800321
Allemagne;DEU;2008-04-01;133,8521313995670
France;FRA;2008-04-01;124,9103415674145
Europe;EU27;2008-05-01;134,7338967497062
Italie;ITA;2008-05-01;111,6387379531654
États-Unis;USA;2008-05-01;171,7298625862822
Allemagne;DEU;2008-05-01;131,1284285849142
France;FRA;2008-05-01;119,7660140939181
Europe;EU27;2008-06-01;134,8738917922499
Italie;ITA;2008-06-01;112,9422436193227
États-Unis;USA;2008-06-01;170,4881841863842
Allemagne;DEU;2008-06-01;132,6848487174673
France;FRA;2008-06-01;119,0385214818591
Europe;EU27;2008-07-01;133,1933037560890
Italie;ITA;2008-07-01;109,2178790553071
États-Unis;USA;2008-07-01;168,6527306949507
Allemagne;DEU;2008-07-01;130,4799526136655
France;FRA;2008-07-01;119,9241272241319
Europe;EU27;2008-08-01;132,9131841658743
Italie;ITA;2008-08-01;107,0763365341259
États-Unis;USA;2008-08-01;166,4774632018067
Allemagne;DEU;2008-08-01;132,9441872382626
France;FRA;2008-08-01;118,2479558307903
Europe;EU27;2008-09-01;131,0924715820424
Italie;ITA;2008-09-01;105,3072743318426
États-Unis;USA;2008-09-01;160,7822917331005
Allemagne;DEU;2008-09-01;129,8313469731564
France;FRA;2008-09-01;117,6259437276554
Europe;EU27;2008-10-01;128,1512417858135
Italie;ITA;2008-10-01;103,1657318106614
États-Unis;USA;2008-10-01;159,7425066760859
Allemagne;DEU;2008-10-01;127,2373523196793
France;FRA;2008-10-01;115,4859809945650
Europe;EU27;2008-11-01;123,3893512078037
Italie;ITA;2008-11-01;99,9068360577792
États-Unis;USA;2008-11-01;155,7943847289746
Allemagne;DEU;2008-11-01;121,7898818557435
France;FRA;2008-11-01;108,6548264436622
Europe;EU27;2008-12-01;118,4873878841737
Italie;ITA;2008-12-01;95,9962313343147
États-Unis;USA;2008-12-01;150,5488535774500
Allemagne;DEU;2008-12-01;116,9909262638344
France;FRA;2008-12-01;107,1368327604378
Europe;EU27;2009-01-01;112,7450916909251
Italie;ITA;2009-01-01;92,2718667702991
États-Unis;USA;2009-01-01;145,7025629955961
Allemagne;DEU;2009-01-01;107,3929891461642
France;FRA;2009-01-01;102,2664962905304
Europe;EU27;2009-02-01;110,3641399266638
Italie;ITA;2009-02-01;88,2680981046138
États-Unis;USA;2009-02-01;145,5385921103627
Allemagne;DEU;2009-02-01;103,8910503313828
France;FRA;2009-02-01;100,9698502262880
Europe;EU27;2009-03-01;109,5237941065325
Italie;ITA;2009-03-01;84,4506310058723
États-Unis;USA;2009-03-01;142,8999968929422
Allemagne;DEU;2009-03-01;104,5395652034096
France;FRA;2009-03-01;99,4201908637519
Europe;EU27;2009-04-01;108,5434143923192
Italie;ITA;2009-04-01;85,1024013839495
États-Unis;USA;2009-04-01;141,9155011111820
Allemagne;DEU;2009-04-01;101,8158234879786
France;FRA;2009-04-01;99,4201908637519
Europe;EU27;2009-05-01;110,6442595168785
Italie;ITA;2009-05-01;86,4990446748298
États-Unis;USA;2009-05-01;140,4656825470024
Allemagne;DEU;2009-05-01;106,4850838856379
France;FRA;2009-05-01;100,8328009079073
Europe;EU27;2009-06-01;111,0644259516879
Italie;ITA;2009-06-01;85,7541629895274
États-Unis;USA;2009-06-01;140,1646577085286
Allemagne;DEU;2009-06-01;107,5226973073400
France;FRA;2009-06-01;102,6987080575054
Europe;EU27;2009-07-01;111,2044727962825
Italie;ITA;2009-07-01;87,8957055107086
États-Unis;USA;2009-07-01;142,4003983575111
Allemagne;DEU;2009-07-01;106,3553886913882
France;FRA;2009-07-01;102,1821549366600
Europe;EU27;2009-08-01;111,3445325913898
Italie;ITA;2009-08-01;86,1266082184282
États-Unis;USA;2009-08-01;144,0099523966045
Allemagne;DEU;2009-08-01;107,9117958570153
France;FRA;2009-08-01;103,7739742128140
Europe;EU27;2009-09-01;114,0055909953531
Italie;ITA;2009-09-01;88,3612620468346
États-Unis;USA;2009-09-01;145,4712016627665
Allemagne;DEU;2009-09-01;112,5810692216006
France;FRA;2009-09-01;104,6911164745917
Europe;EU27;2009-10-01;113,5854245605438
Italie;ITA;2009-10-01;89,9440840896690
États-Unis;USA;2009-10-01;145,5669808065595
Allemagne;DEU;2009-10-01;110,2464390227710
France;FRA;2009-10-01;103,8688528542595
Europe;EU27;2009-11-01;114,1456507904605
Italie;ITA;2009-11-01;90,2234004663461
États-Unis;USA;2009-11-01;147,0207240752824
Allemagne;DEU;2009-11-01;111,1543442832972
France;FRA;2009-11-01;105,3341708629253
Europe;EU27;2009-12-01;113,8655441507585
Italie;ITA;2009-12-01;89,3854513363148
États-Unis;USA;2009-12-01;146,7932874469961
Allemagne;DEU;2009-12-01;111,2840524444730
France;FRA;2009-12-01;104,1324034401284
Europe;EU27;2010-01-01;115,4061630454011
Italie;ITA;2010-01-01;91,3407536980471
États-Unis;USA;2010-01-01;148,2630075337974
Allemagne;DEU;2010-01-01;112,3216658661751
France;FRA;2010-01-01;104,7438244391020
Europe;EU27;2010-02-01;115,1260434551864
Italie;ITA;2010-02-01;91,0614373213700
États-Unis;USA;2010-02-01;148,1395101641671
Allemagne;DEU;2010-02-01;111,5434557998985
France;FRA;2010-02-01;104,1324034401284
Europe;EU27;2010-03-01;118,0672214493644
Italie;ITA;2010-03-01;91,8063102341731
États-Unis;USA;2010-03-01;150,0282088139052
Allemagne;DEU;2010-03-01;115,0453946146800
France;FRA;2010-03-01;106,4832303212118
Europe;EU27;2010-04-01;118,3473280890664
Italie;ITA;2010-04-01;92,7374233064252
États-Unis;USA;2010-04-01;151,2409752236673
Allemagne;DEU;2010-04-01;117,1206214580841
France;FRA;2010-04-01;106,4094370182339
Europe;EU27;2010-05-01;120,5882330087330
Italie;ITA;2010-05-01;93,4822962192283
États-Unis;USA;2010-05-01;153,1868110303821
Allemagne;DEU;2010-05-01;120,7522684340414
France;FRA;2010-05-01;106,9892353911648
Europe;EU27;2010-06-01;121,8487323131610
Italie;ITA;2010-06-01;95,9031551170866
États-Unis;USA;2010-06-01;153,1562800996221
Allemagne;DEU;2010-06-01;120,6225602728656
France;FRA;2010-06-01;106,7889408206986
Europe;EU27;2010-07-01;120,8683396484350
Italie;ITA;2010-07-01;95,2513584215116
États-Unis;USA;2010-07-01;153,9528152396277
Allemagne;DEU;2010-07-01;119,7146550123393
France;FRA;2010-07-01;107,5163365629026
Europe;EU27;2010-08-01;121,7086725180536
Italie;ITA;2010-08-01;97,3929009426928
États-Unis;USA;2010-08-01;154,1515524659409
Allemagne;DEU;2010-08-01;121,6601866614937
France;FRA;2010-08-01;106,1775198217250
Europe;EU27;2010-09-01;122,8291249778870
Italie;ITA;2010-09-01;95,1582822042834
États-Unis;USA;2010-09-01;154,2708144252516
Allemagne;DEU;2010-09-01;123,4760101494723
France;FRA;2010-09-01;107,7904244363466
Europe;EU27;2010-10-01;123,5294110029110
Italie;ITA;2010-10-01;95,1582822042834
États-Unis;USA;2010-10-01;154,3693735680961
Allemagne;DEU;2010-10-01;126,0700307368015
France;FRA;2010-10-01;107,4320059723495
Europe;EU27;2010-11-01;124,5097907171243
Italie;ITA;2010-11-01;95,7169149576376
États-Unis;USA;2010-11-01;154,5703674995217
Allemagne;DEU;2010-11-01;125,4215288317007
France;FRA;2010-11-01;108,6653744945546
Europe;EU27;2010-12-01;124,6498505122316
Italie;ITA;2010-12-01;95,5306747981887
États-Unis;USA;2010-12-01;155,3266090062158
Allemagne;DEU;2010-12-01;127,4967556751049
France;FRA;2010-12-01;109,7195337847612
Europe;EU27;2011-01-01;125,3501235867429
Italie;ITA;2011-01-01;94,4134092914803
États-Unis;USA;2011-01-01;155,4217503855205
Allemagne;DEU;2011-01-01;127,2373523196793
France;FRA;2011-01-01;112,1652823605591
Europe;EU27;2011-02-01;126,8907424813856
Italie;ITA;2011-02-01;97,3929009426928
États-Unis;USA;2011-02-01;155,6299232556732
Allemagne;DEU;2011-02-01;128,6640772579827
France;FRA;2011-02-01;113,1983455489809
Europe;EU27;2011-03-01;126,6106358416836
Italie;ITA;2011-03-01;97,2998247254646
États-Unis;USA;2011-03-01;156,6405346755823
Allemagne;DEU;2011-03-01;129,4422873242593
France;FRA;2011-03-01;111,6382027154558
Europe;EU27;2011-04-01;126,8907424813856
Italie;ITA;2011-04-01;98,7895705510709
États-Unis;USA;2011-04-01;155,7459309808000
Allemagne;DEU;2011-04-01;130,0908151632121
France;FRA;2011-04-01;110,1834327576824
Europe;EU27;2011-05-01;127,7310753510042
Italie;ITA;2011-05-01;96,4617878704407
États-Unis;USA;2011-05-01;155,7444755695319
Allemagne;DEU;2011-05-01;131,7769045561629
France;FRA;2011-05-01;113,7781654485462
Europe;EU27;2011-06-01;125,6302431769576
Italie;ITA;2011-06-01;95,7169149576376
États-Unis;USA;2011-06-01;155,9183890396085
Allemagne;DEU;2011-06-01;129,7016777127587
France;FRA;2011-06-01;109,4876919314730
Europe;EU27;2011-07-01;126,8907424813856
Italie;ITA;2011-07-01;95,4375985809605
États-Unis;USA;2011-07-01;156,8139575575910
Allemagne;DEU;2011-07-01;133,7224621391694
France;FRA;2011-07-01;111,1005750194601
Europe;EU27;2011-08-01;127,0308022764929
Italie;ITA;2011-08-01;94,8789658276064
États-Unis;USA;2011-08-01;157,5080415560799
Allemagne;DEU;2011-08-01;132,6848487174673
France;FRA;2011-08-01;109,8250142936853
Europe;EU27;2011-09-01;126,0504096117669
Italie;ITA;2011-09-01;93,5753724364564
États-Unis;USA;2011-09-01;157,9224740029206
Allemagne;DEU;2011-09-01;130,4799526136655
France;FRA;2011-09-01;109,1608099869807
Europe;EU27;2011-10-01;125,9103627671723
Italie;ITA;2011-10-01;92,8304995236533
États-Unis;USA;2011-10-01;158,7692617140166
Allemagne;DEU;2011-10-01;132,1660420066162
France;FRA;2011-10-01;109,4033075243337
Europe;EU27;2011-11-01;126,1904694068743
Italie;ITA;2011-11-01;93,3891322770075
États-Unis;USA;2011-11-01;158,4672393464713
Allemagne;DEU;2011-11-01;131,1284285849142
France;FRA;2011-11-01;112,3550396434501
Europe;EU27;2011-12-01;125,4901833818503
Italie;ITA;2011-12-01;94,5995617259366
États-Unis;USA;2011-12-01;159,5183079290479
Allemagne;DEU;2011-12-01;129,4422873242593
France;FRA;2011-12-01;110,1095964014356
